Latin Name,Bird Name,French Name,Difficulty,View Count,URL anglais,URL français,Image Low,Image High,Sound URL,Score
Lanius senator,Woodchat Shrike,Pie-grièche à tête rousse,2,2563,https://en.wikipedia.org/wiki/Woodchat_Shrike,https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_%C3%A0_t%C3%AAte_rousse,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Woodchat_shrike_%28Lanius_senator_senator%29.jpg/500px-Woodchat_shrike_%28Lanius_senator_senator%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Woodchat_shrike_%28Lanius_senator_senator%29.jpg/1024px-Woodchat_shrike_%28Lanius_senator_senator%29.jpg,https://xeno-canto.org/982625/download,0
Larus argentatus,European Herring Gull,Goéland argenté,2,42205,https://en.wikipedia.org/wiki/European_Herring_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_argent%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Larus_argentatus%2C_Vaxholm%2C_Stockholm%2C_Sweden_%2814923468303%29.jpg/500px-Larus_argentatus%2C_Vaxholm%2C_Stockholm%2C_Sweden_%2814923468303%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Larus_argentatus%2C_Vaxholm%2C_Stockholm%2C_Sweden_%2814923468303%29.jpg/1024px-Larus_argentatus%2C_Vaxholm%2C_Stockholm%2C_Sweden_%2814923468303%29.jpg,https://xeno-canto.org/976583/download,0
Larus armenicus,Armenian Gull,Goéland d'Arménie,3,501,https://en.wikipedia.org/wiki/Armenian_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_d%27Arm%C3%A9nie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Armenian_Gull_standing%2C_closeup_at_Sevan_Lake.jpg/500px-Armenian_Gull_standing%2C_closeup_at_Sevan_Lake.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Armenian_Gull_standing%2C_closeup_at_Sevan_Lake.jpg/1024px-Armenian_Gull_standing%2C_closeup_at_Sevan_Lake.jpg,https://xeno-canto.org/779601/download,0
Larus cachinnans,Caspian Gull,Goéland pontique,2,2343,https://en.wikipedia.org/wiki/Caspian_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_pontique,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Caspian_gull_%28Larus_cachinnans%29_summer_Danube_delta.jpg/500px-Caspian_gull_%28Larus_cachinnans%29_summer_Danube_delta.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Caspian_gull_%28Larus_cachinnans%29_summer_Danube_delta.jpg/1024px-Caspian_gull_%28Larus_cachinnans%29_summer_Danube_delta.jpg,https://xeno-canto.org/912831/download,0
Larus canus,Common Gull,Goéland cendré,2,3348,https://en.wikipedia.org/wiki/Common_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_cendr%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Common_gull_%28Larus_canus%29_adult_breeding_Oppdal.jpg/500px-Common_gull_%28Larus_canus%29_adult_breeding_Oppdal.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Common_gull_%28Larus_canus%29_adult_breeding_Oppdal.jpg/1024px-Common_gull_%28Larus_canus%29_adult_breeding_Oppdal.jpg,https://xeno-canto.org/929944/download,0
Larus crassirostris,Black-tailed Gull,Goéland à queue noire,3,837,https://en.wikipedia.org/wiki/Black-tailed_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_%C3%A0_queue_noire,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Laridae_in_Beijing_Zoo.JPG/500px-Laridae_in_Beijing_Zoo.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Laridae_in_Beijing_Zoo.JPG/1024px-Laridae_in_Beijing_Zoo.JPG,https://xeno-canto.org/840768/download,0
Larus delawarensis,Short-billed Gull,Goéland à bec court,2,6734,https://en.wikipedia.org/wiki/Short-billed_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_%C3%A0_bec_court,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Larus_brachyrhynchus%2C_Potter%27s_Marsh%2C_Anchorage%2C_Alaska.jpg/500px-Larus_brachyrhynchus%2C_Potter%27s_Marsh%2C_Anchorage%2C_Alaska.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Larus_brachyrhynchus%2C_Potter%27s_Marsh%2C_Anchorage%2C_Alaska.jpg/1024px-Larus_brachyrhynchus%2C_Potter%27s_Marsh%2C_Anchorage%2C_Alaska.jpg,https://xeno-canto.org/756221/download,0
Larus delawarensis,Ring-billed Gull,Goéland à bec cerclé,2,2359,https://en.wikipedia.org/wiki/Ring-billed_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_%C3%A0_bec_cercl%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Ring-billed_gull_in_Red_Hook_%2842799%29.jpg/500px-Ring-billed_gull_in_Red_Hook_%2842799%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Ring-billed_gull_in_Red_Hook_%2842799%29.jpg/1024px-Ring-billed_gull_in_Red_Hook_%2842799%29.jpg,https://xeno-canto.org/543313/download,0
Larus dominicanus,Kelp Gull,Goéland dominicain,3,1348,https://en.wikipedia.org/wiki/Kelp_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_dominicain,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/SouthShetland-2016-Livingston_Island_%28Hannah_Point%29%E2%80%93Kelp_gull_%28Larus_dominicanus%29.jpg/500px-SouthShetland-2016-Livingston_Island_%28Hannah_Point%29%E2%80%93Kelp_gull_%28Larus_dominicanus%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/SouthShetland-2016-Livingston_Island_%28Hannah_Point%29%E2%80%93Kelp_gull_%28Larus_dominicanus%29.jpg/1024px-SouthShetland-2016-Livingston_Island_%28Hannah_Point%29%E2%80%93Kelp_gull_%28Larus_dominicanus%29.jpg,https://xeno-canto.org/958066/download,0
Larus fuscus,Lesser Black-backed Gull,Goéland brun,2,6755,https://en.wikipedia.org/wiki/Lesser_Black-backed_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_brun,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Larus-fuscus-taxbox.jpg/500px-Larus-fuscus-taxbox.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Larus-fuscus-taxbox.jpg/1024px-Larus-fuscus-taxbox.jpg,https://xeno-canto.org/979706/download,0
Larus glaucescens,Glaucous-winged Gull,Goéland à ailes grises,3,639,https://en.wikipedia.org/wiki/Glaucous-winged_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_%C3%A0_ailes_grises,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Glaucous-winged_gull.jpg/500px-Glaucous-winged_gull.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Glaucous-winged_gull.jpg/1024px-Glaucous-winged_gull.jpg,https://xeno-canto.org/841313/download,0
Larus glaucoides,Iceland Gull,Goéland arctique,3,1199,https://en.wikipedia.org/wiki/Iceland_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_arctique,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Larus_glaucoides_IthacaNY.jpg/500px-Larus_glaucoides_IthacaNY.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Larus_glaucoides_IthacaNY.jpg/1024px-Larus_glaucoides_IthacaNY.jpg,https://xeno-canto.org/523094/download,0
Larus hyperboreus,Glaucous Gull,Goéland bourgmestre,3,1339,https://en.wikipedia.org/wiki/Glaucous_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_bourgmestre,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Glacous_Gull_on_ice.jpg/500px-Glacous_Gull_on_ice.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Glacous_Gull_on_ice.jpg/1024px-Glacous_Gull_on_ice.jpg,https://xeno-canto.org/522374/download,0
Larus marinus,Great Black-backed Gull,Goéland marin,2,11180,https://en.wikipedia.org/wiki/Great_Black-backed_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_marin,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Great_Black-backed_Gull_Larus_marinus.jpg/500px-Great_Black-backed_Gull_Larus_marinus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Great_Black-backed_Gull_Larus_marinus.jpg/1024px-Great_Black-backed_Gull_Larus_marinus.jpg,https://xeno-canto.org/972494/download,0
Larus michahellis,Yellow-legged Gull,Goéland leucophée,2,19612,https://en.wikipedia.org/wiki/Yellow-legged_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_leucoph%C3%A9e,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Yellow-legged_Gull_2023-10-10.jpg/500px-Yellow-legged_Gull_2023-10-10.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Yellow-legged_Gull_2023-10-10.jpg/1024px-Yellow-legged_Gull_2023-10-10.jpg,https://xeno-canto.org/980189/download,0
Larus schistisagus,Slaty-backed Gull,Goéland à manteau ardoisé,3,489,https://en.wikipedia.org/wiki/Slaty-backed_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_%C3%A0_manteau_ardois%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Ooseguro-kamome.jpg/500px-Ooseguro-kamome.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d1/Ooseguro-kamome.jpg,https://xeno-canto.org/651642/download,0
Larus smithsonianus,American Herring Gull,Goéland hudsonien,3,1292,https://en.wikipedia.org/wiki/American_Herring_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_hudsonien,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Herring_gull_%2816221%29.jpg/500px-Herring_gull_%2816221%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Herring_gull_%2816221%29.jpg/1024px-Herring_gull_%2816221%29.jpg,https://xeno-canto.org/564804/download,0
Larus vegae,Vega Gull,Goéland de la Véga,3,564,https://en.wikipedia.org/wiki/Vega_Gull,https://fr.wikipedia.org/wiki/Go%C3%A9land_de_la_V%C3%A9ga,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Bilibinsky_District%2C_Chukotka_Autonomous_Okrug%2C_Russia_-_panoramio_%2850%29.jpg/500px-Bilibinsky_District%2C_Chukotka_Autonomous_Okrug%2C_Russia_-_panoramio_%2850%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Bilibinsky_District%2C_Chukotka_Autonomous_Okrug%2C_Russia_-_panoramio_%2850%29.jpg/1024px-Bilibinsky_District%2C_Chukotka_Autonomous_Okrug%2C_Russia_-_panoramio_%2850%29.jpg,https://xeno-canto.org/840804/download,0
Larvivora cyane,Siberian Blue Robin,Rossignol bleu,3,663,https://en.wikipedia.org/wiki/Siberian_Blue_Robin,https://fr.wikipedia.org/wiki/Rossignol_bleu,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Luscinia_cyane_-_Khao_Yai.jpg/500px-Luscinia_cyane_-_Khao_Yai.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Luscinia_cyane_-_Khao_Yai.jpg/1024px-Luscinia_cyane_-_Khao_Yai.jpg,https://xeno-canto.org/975563/download,0
Leiothlypis celata,Orange-crowned Warbler,Paruline verdâtre,3,619,https://en.wikipedia.org/wiki/Orange-crowned_Warbler,https://fr.wikipedia.org/wiki/Paruline_verd%C3%A2tre,https://upload.wikimedia.org/wikipedia/commons/4/48/Orangecrownedwarbler27.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Orangecrownedwarbler27.jpg,https://xeno-canto.org/540565/download,0
Leiothlypis peregrina,Tennessee Warbler,Paruline obscure,2,2758,https://en.wikipedia.org/wiki/Tennessee_Warbler,https://fr.wikipedia.org/wiki/Paruline_obscure,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Leiothlypis_peregrina_Malus_sp_JRVdH_01.jpg/500px-Leiothlypis_peregrina_Malus_sp_JRVdH_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Leiothlypis_peregrina_Malus_sp_JRVdH_01.jpg/1024px-Leiothlypis_peregrina_Malus_sp_JRVdH_01.jpg,https://xeno-canto.org/908347/download,0
Leiothlypis ruficapilla,Nashville Warbler,Paruline à joues grises,3,1088,https://en.wikipedia.org/wiki/Nashville_Warbler,https://fr.wikipedia.org/wiki/Paruline_%C3%A0_joues_grises,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Vermivora_ruficapilla_Winema_National_Forest_%28cropped%29.jpg/500px-Vermivora_ruficapilla_Winema_National_Forest_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Vermivora_ruficapilla_Winema_National_Forest_%28cropped%29.jpg/1024px-Vermivora_ruficapilla_Winema_National_Forest_%28cropped%29.jpg,https://xeno-canto.org/239566/download,0
Leiothrix lutea,Red-billed Leiothrix,Léiothrix jaune,2,4988,https://en.wikipedia.org/wiki/Red-billed_Leiothrix,https://fr.wikipedia.org/wiki/L%C3%A9iothrix_jaune,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Red-billed_Leiothrix_Mangoli_Nainital_Uttarakhand_03.02.2015.jpg/500px-Red-billed_Leiothrix_Mangoli_Nainital_Uttarakhand_03.02.2015.jpg,https://upload.wikimedia.org/wikipedia/commons/0/09/Red-billed_Leiothrix_Mangoli_Nainital_Uttarakhand_03.02.2015.jpg,,0
Leptoptilos crumenifer,Marabou Stork,Marabout d'Afrique,3,0,https://en.wikipedia.org/wiki/Marabou_Stork,https://fr.wikipedia.org/wiki/Marabout_d%27Afrique,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Marabou_stork_%28Leptoptilos_crumenifer%29.jpg/500px-Marabou_stork_%28Leptoptilos_crumenifer%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Marabou_stork_%28Leptoptilos_crumenifer%29.jpg/1024px-Marabou_stork_%28Leptoptilos_crumenifer%29.jpg,https://xeno-canto.org/508623/download,0
Leucogeranus leucogeranus,Siberian Crane,Grue de Sibérie,3,1571,https://en.wikipedia.org/wiki/Siberian_Crane,https://fr.wikipedia.org/wiki/Grue_de_Sib%C3%A9rie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Schneekranich_Grus_leucogeranus_090501_We_147.JPG/500px-Schneekranich_Grus_leucogeranus_090501_We_147.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Schneekranich_Grus_leucogeranus_090501_We_147.JPG/1024px-Schneekranich_Grus_leucogeranus_090501_We_147.JPG,https://xeno-canto.org/890264/download,0
Leucophaeus atricilla,Laughing Gull,Mouette atricille,2,7513,https://en.wikipedia.org/wiki/Laughing_Gull,https://fr.wikipedia.org/wiki/Mouette_atricille,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Leucophaeus_atricilla_Caye_Caulker_04.JPG/500px-Leucophaeus_atricilla_Caye_Caulker_04.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Leucophaeus_atricilla_Caye_Caulker_04.JPG/1024px-Leucophaeus_atricilla_Caye_Caulker_04.JPG,https://xeno-canto.org/142543/download,0
Leucophaeus pipixcan,Franklin's Gull,Mouette de Franklin,3,1,https://en.wikipedia.org/wiki/Franklin%27s_Gull,https://fr.wikipedia.org/wiki/Mouette_de_Franklin,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Franklin%27s_Gull%2C_Calgary.jpg/500px-Franklin%27s_Gull%2C_Calgary.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/Franklin%27s_Gull%2C_Calgary.jpg,https://xeno-canto.org/877016/download,0
Leucosticte tephrocotis,Gray-crowned Rosy-Finch,Roselin à tête grise,3,408,https://en.wikipedia.org/wiki/Gray-crowned_Rosy-Finch,https://fr.wikipedia.org/wiki/Roselin_%C3%A0_t%C3%AAte_grise,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Gray-Crowned_Rosy-Finch.jpg/500px-Gray-Crowned_Rosy-Finch.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Gray-Crowned_Rosy-Finch.jpg,https://xeno-canto.org/392248/download,0
Limnodromus griseus,Short-billed Dowitcher,Bécassin roux,3,466,https://en.wikipedia.org/wiki/Short-billed_Dowitcher,https://fr.wikipedia.org/wiki/B%C3%A9cassin_roux,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Short-billed_dowitcher_in_JBWR_%2840844%29.jpg/500px-Short-billed_dowitcher_in_JBWR_%2840844%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Short-billed_dowitcher_in_JBWR_%2840844%29.jpg/1024px-Short-billed_dowitcher_in_JBWR_%2840844%29.jpg,https://xeno-canto.org/902072/download,0
Limnodromus scolopaceus,Long-billed Dowitcher,Bécassin à long bec,3,800,https://en.wikipedia.org/wiki/Long-billed_Dowitcher,https://fr.wikipedia.org/wiki/B%C3%A9cassin_%C3%A0_long_bec,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Limnodromus_scolopaceus_Mike_Baird_crop.jpg/500px-Limnodromus_scolopaceus_Mike_Baird_crop.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Limnodromus_scolopaceus_Mike_Baird_crop.jpg/1024px-Limnodromus_scolopaceus_Mike_Baird_crop.jpg,https://xeno-canto.org/948874/download,0
Limosa haemastica,Hudsonian Godwit,Barge hudsonienne,3,1317,https://en.wikipedia.org/wiki/Hudsonian_Godwit,https://fr.wikipedia.org/wiki/Barge_hudsonienne,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Limosa_haemastica_-_Kogarah_Bay.jpg/500px-Limosa_haemastica_-_Kogarah_Bay.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Limosa_haemastica_-_Kogarah_Bay.jpg/1024px-Limosa_haemastica_-_Kogarah_Bay.jpg,https://xeno-canto.org/856368/download,0
Limosa lapponica,Bar-tailed Godwit,Barge rousse,2,7994,https://en.wikipedia.org/wiki/Bar-tailed_Godwit,https://fr.wikipedia.org/wiki/Barge_rousse,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Bar-tailed_Godwit.jpg/500px-Bar-tailed_Godwit.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Bar-tailed_Godwit.jpg/1024px-Bar-tailed_Godwit.jpg,https://xeno-canto.org/982508/download,0
Limosa limosa,Black-tailed Godwit,Barge à queue noire,2,5554,https://en.wikipedia.org/wiki/Black-tailed_Godwit,https://fr.wikipedia.org/wiki/Barge_%C3%A0_queue_noire,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Black-tailed_godwit_-_Dhichda_Lake%2C_Jamnagar_2023-11-17.jpg/500px-Black-tailed_godwit_-_Dhichda_Lake%2C_Jamnagar_2023-11-17.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Black-tailed_godwit_-_Dhichda_Lake%2C_Jamnagar_2023-11-17.jpg/1024px-Black-tailed_godwit_-_Dhichda_Lake%2C_Jamnagar_2023-11-17.jpg,https://xeno-canto.org/981842/download,0
Linaria cannabina,Eurasian Linnet,Linotte mélodieuse,2,38306,https://en.wikipedia.org/wiki/Eurasian_Linnet,https://fr.wikipedia.org/wiki/Linotte_m%C3%A9lodieuse,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Carduelis_cannabina_-England_-male-8.jpg/500px-Carduelis_cannabina_-England_-male-8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Carduelis_cannabina_-England_-male-8.jpg/1024px-Carduelis_cannabina_-England_-male-8.jpg,https://xeno-canto.org/989139/download,0
Linaria flavirostris,Twite,Linotte à bec jaune,3,1427,https://en.wikipedia.org/wiki/Twite,https://fr.wikipedia.org/wiki/Linotte_%C3%A0_bec_jaune,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Twite_%28Linaria_flavirostris%29%2C_Zinc_Road%2C_Teesside_%2853540824279%29.jpg/500px-Twite_%28Linaria_flavirostris%29%2C_Zinc_Road%2C_Teesside_%2853540824279%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Twite_%28Linaria_flavirostris%29%2C_Zinc_Road%2C_Teesside_%2853540824279%29.jpg/1024px-Twite_%28Linaria_flavirostris%29%2C_Zinc_Road%2C_Teesside_%2853540824279%29.jpg,https://xeno-canto.org/971846/download,0
Locustella fluviatilis,River Warbler,Locustelle fluviatile,3,319,https://en.wikipedia.org/wiki/River_Warbler,https://fr.wikipedia.org/wiki/Locustelle_fluviatile,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Flodsangare.jpg/500px-Flodsangare.jpg,https://upload.wikimedia.org/wikipedia/commons/d/de/Flodsangare.jpg,https://xeno-canto.org/921386/download,0
Locustella lanceolata,Lanceolated Warbler,Locustelle lancéolée,3,187,https://en.wikipedia.org/wiki/Lanceolated_Warbler,https://fr.wikipedia.org/wiki/Locustelle_lanc%C3%A9ol%C3%A9e,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Locustella_lanceolata_295726934.jpg/500px-Locustella_lanceolata_295726934.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Locustella_lanceolata_295726934.jpg/1024px-Locustella_lanceolata_295726934.jpg,https://xeno-canto.org/974331/download,0
Locustella luscinioides,Savi's Warbler,Locustelle luscinioïde,3,1198,https://en.wikipedia.org/wiki/Savi%27s_Warbler,https://fr.wikipedia.org/wiki/Locustelle_luscinio%C3%AFde,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Locustellaluscinioides.jpg/500px-Locustellaluscinioides.jpg,https://upload.wikimedia.org/wikipedia/commons/8/84/Locustellaluscinioides.jpg,https://xeno-canto.org/906030/download,0
Locustella naevia,Common Grasshopper Warbler,Locustelle tachetée,3,1568,https://en.wikipedia.org/wiki/Common_Grasshopper_Warbler,https://fr.wikipedia.org/wiki/Locustelle_tachet%C3%A9e,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Grashoppsangare-070512.jpg/500px-Grashoppsangare-070512.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Grashoppsangare-070512.jpg,https://xeno-canto.org/910697/download,0
Lonchura atricapilla,Chestnut Munia,Capucin à tête noire,3,416,https://en.wikipedia.org/wiki/Chestnut_Munia,https://fr.wikipedia.org/wiki/Capucin_%C3%A0_t%C3%AAte_noire,https://upload.wikimedia.org/wikipedia/commons/0/04/Lonchura_atricapilla_jagori_-Cebu-8-3c.jpg,https://upload.wikimedia.org/wikipedia/commons/0/04/Lonchura_atricapilla_jagori_-Cebu-8-3c.jpg,https://xeno-canto.org/917048/download,0
Lonchura malacca,Tricolored Munia,Capucin à dos marron,3,282,https://en.wikipedia.org/wiki/Tricolored_Munia,https://fr.wikipedia.org/wiki/Capucin_%C3%A0_dos_marron,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Tricoloured_munia_%28cropped%29.jpg/500px-Tricoloured_munia_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Tricoloured_munia_%28cropped%29.jpg/1024px-Tricoloured_munia_%28cropped%29.jpg,https://xeno-canto.org/256442/download,0
Lonchura punctulata,Scaly-breasted Munia,Capucin damier,2,2387,https://en.wikipedia.org/wiki/Scaly-breasted_Munia,https://fr.wikipedia.org/wiki/Capucin_damier,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Lonchura_punctulata_%28Nagarhole%2C_2004%29.jpg/500px-Lonchura_punctulata_%28Nagarhole%2C_2004%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Lonchura_punctulata_%28Nagarhole%2C_2004%29.jpg/1024px-Lonchura_punctulata_%28Nagarhole%2C_2004%29.jpg,https://xeno-canto.org/953742/download,0
Lophodytes cucullatus,Hooded Merganser,Harle couronné,2,3238,https://en.wikipedia.org/wiki/Hooded_Merganser,https://fr.wikipedia.org/wiki/Harle_couronn%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Hooded_merganser_male_in_Central_Park_%2895790%29.jpg/500px-Hooded_merganser_male_in_Central_Park_%2895790%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Hooded_merganser_male_in_Central_Park_%2895790%29.jpg/1024px-Hooded_merganser_male_in_Central_Park_%2895790%29.jpg,https://xeno-canto.org/317868/download,0
Lophophanes cristatus,Crested Tit,Mésange huppée,2,25737,https://en.wikipedia.org/wiki/Crested_Tit,https://fr.wikipedia.org/wiki/M%C3%A9sange_hupp%C3%A9e,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Lophophanes_cristatus_-_01.jpg/500px-Lophophanes_cristatus_-_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Lophophanes_cristatus_-_01.jpg/1024px-Lophophanes_cristatus_-_01.jpg,https://xeno-canto.org/512199/download,0
Loxia curvirostra,Red Crossbill,Bec-croisé des sapins,2,17493,https://en.wikipedia.org/wiki/Red_Crossbill,https://fr.wikipedia.org/wiki/Bec-crois%C3%A9_des_sapins,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Red_Crossbills_%28Male%29.jpg/500px-Red_Crossbills_%28Male%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Red_Crossbills_%28Male%29.jpg/1024px-Red_Crossbills_%28Male%29.jpg,https://xeno-canto.org/491029/download,0
Loxia leucoptera,White-winged Crossbill,Bec-croisé bifascié,3,1530,https://en.wikipedia.org/wiki/White-winged_Crossbill,https://fr.wikipedia.org/wiki/Bec-crois%C3%A9_bifasci%C3%A9,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Whitewingedcrossbillmale09.jpg/500px-Whitewingedcrossbillmale09.jpg,https://upload.wikimedia.org/wikipedia/commons/4/46/Whitewingedcrossbillmale09.jpg,https://xeno-canto.org/491029/download,0
Loxia pytyopsittacus,Parrot Crossbill,Bec-croisé perroquet,3,719,https://en.wikipedia.org/wiki/Parrot_Crossbill,https://fr.wikipedia.org/wiki/Bec-crois%C3%A9_perroquet,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Loxia_pytyopsittacus%2C_Budby_Common_3.jpg/500px-Loxia_pytyopsittacus%2C_Budby_Common_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Loxia_pytyopsittacus%2C_Budby_Common_3.jpg/1024px-Loxia_pytyopsittacus%2C_Budby_Common_3.jpg,https://xeno-canto.org/979705/download,0
Loxia scotica,Scottish Crossbill,Bec-croisé d'Écosse,3,579,https://en.wikipedia.org/wiki/Scottish_Crossbill,https://fr.wikipedia.org/wiki/Bec-crois%C3%A9_d%27%C3%89cosse,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Scottish_Crossbill_from_the_Crossley_ID_Guide_Britain_and_Ireland.jpg/500px-Scottish_Crossbill_from_the_Crossley_ID_Guide_Britain_and_Ireland.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Scottish_Crossbill_from_the_Crossley_ID_Guide_Britain_and_Ireland.jpg/1024px-Scottish_Crossbill_from_the_Crossley_ID_Guide_Britain_and_Ireland.jpg,https://xeno-canto.org/878392/download,0
