Latin Name,Bird Name,French Name,Difficulty,View Count,URL anglais,URL français,Image Low,Image High,Sound URL,Score
Ammomanes cinctura,Bar-tailed Lark,Ammomane élégante,3,353,https://en.wikipedia.org/wiki/Bar-tailed_Lark,https://fr.wikipedia.org/wiki/Ammomane_%C3%A9l%C3%A9gante,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Ammomane_%C3%A9l%C3%A9gante_Jbil.jpg/500px-Ammomane_%C3%A9l%C3%A9gante_Jbil.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Ammomane_%C3%A9l%C3%A9gante_Jbil.jpg/1024px-Ammomane_%C3%A9l%C3%A9gante_Jbil.jpg,https://xeno-canto.org/959906/download,0
Ammomanes deserti,Desert Lark,Ammomane isabelline,3,374,https://en.wikipedia.org/wiki/Desert_Lark,https://fr.wikipedia.org/wiki/Ammomane_isabelline,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Steinlerche.jpg/500px-Steinlerche.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Steinlerche.jpg/1024px-Steinlerche.jpg,https://xeno-canto.org/523800/download,0
Anarhynchus asiaticus,Caspian Plover,Pluvier asiatique,3,166,https://en.wikipedia.org/wiki/Caspian_Plover,https://fr.wikipedia.org/wiki/Pluvier_asiatique,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Wermutregenpfeifer_%28Charadrius_asiaticus%29_206737679.jpg/500px-Wermutregenpfeifer_%28Charadrius_asiaticus%29_206737679.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Wermutregenpfeifer_%28Charadrius_asiaticus%29_206737679.jpg/1024px-Wermutregenpfeifer_%28Charadrius_asiaticus%29_206737679.jpg,https://xeno-canto.org/962229/download,0
Anarhynchus veredus,Oriental Plover,Pluvier oriental,3,160,https://en.wikipedia.org/wiki/Oriental_Plover,https://fr.wikipedia.org/wiki/Pluvier_oriental,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Charadrius_veredus_West_Timor_0.jpg/500px-Charadrius_veredus_West_Timor_0.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Charadrius_veredus_West_Timor_0.jpg,https://xeno-canto.org/411921/download,0
Anas acuta,Northern Pintail,Canard pilet,2,7808,https://en.wikipedia.org/wiki/Northern_Pintail,https://fr.wikipedia.org/wiki/Canard_pilet,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Northern_Pintails_%28Male_%26_Female%29_I_IMG_0911.jpg/500px-Northern_Pintails_%28Male_%26_Female%29_I_IMG_0911.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0b/Northern_Pintails_%28Male_%26_Female%29_I_IMG_0911.jpg,https://xeno-canto.org/981846/download,0
Anas carolinensis,Green-winged Teal,Sarcelle à ailes vertes,3,1157,https://en.wikipedia.org/wiki/Green-winged_Teal,https://fr.wikipedia.org/wiki/Sarcelle_%C3%A0_ailes_vertes,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Green-winged_Teal%2C_Port_Aransas%2C_Texas.jpg/500px-Green-winged_Teal%2C_Port_Aransas%2C_Texas.jpg,https://upload.wikimedia.org/wikipedia/commons/0/07/Green-winged_Teal%2C_Port_Aransas%2C_Texas.jpg,https://xeno-canto.org/919829/download,0
Anas platyrhynchos,Mallard,Canard colvert,1,75032,https://en.wikipedia.org/wiki/Mallard,https://fr.wikipedia.org/wiki/Canard_colvert,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Anas_platyrhynchos_male_female_quadrat.jpg/500px-Anas_platyrhynchos_male_female_quadrat.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Anas_platyrhynchos_male_female_quadrat.jpg/1024px-Anas_platyrhynchos_male_female_quadrat.jpg,https://xeno-canto.org/980458/download,0
Anas poecilorhyncha,Eastern Spot-billed Duck,Canard de Chine,3,519,https://en.wikipedia.org/wiki/Eastern_Spot-billed_Duck,https://fr.wikipedia.org/wiki/Canard_de_Chine,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Anas_zonorhyncha_swimming.jpg/500px-Anas_zonorhyncha_swimming.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Anas_zonorhyncha_swimming.jpg/1024px-Anas_zonorhyncha_swimming.jpg,https://xeno-canto.org/920581/download,0
Anas rubripes,American Black Duck,Canard noir,2,3537,https://en.wikipedia.org/wiki/American_Black_Duck,https://fr.wikipedia.org/wiki/Canard_noir,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Blackduck.jpg/500px-Blackduck.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Blackduck.jpg/1024px-Blackduck.jpg,https://xeno-canto.org/838360/download,0
Anous stolidus,Brown Noddy,Noddi brun,2,3955,https://en.wikipedia.org/wiki/Brown_Noddy,https://fr.wikipedia.org/wiki/Noddi_brun,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Common_noddy_%28Anous_stolidus_pileatus%29_in_flight_Michaelmas_Cay.jpg/500px-Common_noddy_%28Anous_stolidus_pileatus%29_in_flight_Michaelmas_Cay.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Common_noddy_%28Anous_stolidus_pileatus%29_in_flight_Michaelmas_Cay.jpg/1024px-Common_noddy_%28Anous_stolidus_pileatus%29_in_flight_Michaelmas_Cay.jpg,https://xeno-canto.org/713908/download,0
Anser albifrons,Greater White-fronted Goose,Oie rieuse,2,3863,https://en.wikipedia.org/wiki/Greater_White-fronted_Goose,https://fr.wikipedia.org/wiki/Oie_rieuse,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Greater_white-fronted_goose_in_flight-1045.jpg/500px-Greater_white-fronted_goose_in_flight-1045.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Greater_white-fronted_goose_in_flight-1045.jpg/1024px-Greater_white-fronted_goose_in_flight-1045.jpg,https://xeno-canto.org/981587/download,0
Anser anser,Graylag Goose,Oie cendrée,2,24937,https://en.wikipedia.org/wiki/Graylag_Goose,https://fr.wikipedia.org/wiki/Oie_cendr%C3%A9e,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Greylag_Goose_-_St_James%27s_Park%2C_London_-_Nov_2006.jpg/500px-Greylag_Goose_-_St_James%27s_Park%2C_London_-_Nov_2006.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Greylag_Goose_-_St_James%27s_Park%2C_London_-_Nov_2006.jpg/1024px-Greylag_Goose_-_St_James%27s_Park%2C_London_-_Nov_2006.jpg,https://xeno-canto.org/972497/download,0
Anser brachyrhynchus,Pink-footed Goose,Oie à bec court,2,2064,https://en.wikipedia.org/wiki/Pink-footed_Goose,https://fr.wikipedia.org/wiki/Oie_%C3%A0_bec_court,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/2019-03-25_Anser_brachyrhynchus%2C_Killingworth_Lake%2C_Northumberland_1.jpg/500px-2019-03-25_Anser_brachyrhynchus%2C_Killingworth_Lake%2C_Northumberland_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/2019-03-25_Anser_brachyrhynchus%2C_Killingworth_Lake%2C_Northumberland_1.jpg/1024px-2019-03-25_Anser_brachyrhynchus%2C_Killingworth_Lake%2C_Northumberland_1.jpg,https://xeno-canto.org/982624/download,0
Anser caerulescens,Snow Goose,Oie des neiges,2,11514,https://en.wikipedia.org/wiki/Snow_Goose,https://fr.wikipedia.org/wiki/Oie_des_neiges,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Snow_goose_in_Central_Park_%2833138%29.jpg/500px-Snow_goose_in_Central_Park_%2833138%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Snow_goose_in_Central_Park_%2833138%29.jpg/1024px-Snow_goose_in_Central_Park_%2833138%29.jpg,https://xeno-canto.org/540212/download,0
Anser erythropus,Lesser White-fronted Goose,Oie naine,2,3945,https://en.wikipedia.org/wiki/Lesser_White-fronted_Goose,https://fr.wikipedia.org/wiki/Oie_naine,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Anser_erythropus.jpg/500px-Anser_erythropus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Anser_erythropus.jpg/1024px-Anser_erythropus.jpg,https://xeno-canto.org/981361/download,0
Anser fabalis,Taiga Bean-Goose,Oie des moissons,2,2766,https://en.wikipedia.org/wiki/Taiga_Bean-Goose,https://fr.wikipedia.org/wiki/Oie_des_moissons,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Anser_fabalis_fabalis%2C_Kurortny_District%2C_St_Petersburg%2C_Russia_1.jpg/500px-Anser_fabalis_fabalis%2C_Kurortny_District%2C_St_Petersburg%2C_Russia_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Anser_fabalis_fabalis%2C_Kurortny_District%2C_St_Petersburg%2C_Russia_1.jpg/1024px-Anser_fabalis_fabalis%2C_Kurortny_District%2C_St_Petersburg%2C_Russia_1.jpg,https://xeno-canto.org/952482/download,0
Anser indicus,Bar-headed Goose,Oie tigrée,3,747,https://en.wikipedia.org/wiki/Bar-headed_Goose,https://fr.wikipedia.org/wiki/Oie_tigr%C3%A9e,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Bar-headed_Goose_AMSM5825_BHGE.jpg/500px-Bar-headed_Goose_AMSM5825_BHGE.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Bar-headed_Goose_AMSM5825_BHGE.jpg/1024px-Bar-headed_Goose_AMSM5825_BHGE.jpg,https://xeno-canto.org/960229/download,0
Anser rossii,Ross's Goose,Oie de Ross,3,2,https://en.wikipedia.org/wiki/Ross%27s_Goose,https://fr.wikipedia.org/wiki/Oie_de_Ross,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Ross%27s_Goose_%28Chen_rossii%29_%2823321411711%29.jpg/500px-Ross%27s_Goose_%28Chen_rossii%29_%2823321411711%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Ross%27s_Goose_%28Chen_rossii%29_%2823321411711%29.jpg/1024px-Ross%27s_Goose_%28Chen_rossii%29_%2823321411711%29.jpg,https://xeno-canto.org/452083/download,0
Anser serrirostris,Tundra Bean-Goose,Oie de la toundra,3,793,https://en.wikipedia.org/wiki/Tundra_Bean-Goose,https://fr.wikipedia.org/wiki/Oie_de_la_toundra,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/101777_%E8%B1%86%E9%9B%81%E4%BE%86%E8%87%A8.jpg/500px-101777_%E8%B1%86%E9%9B%81%E4%BE%86%E8%87%A8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/101777_%E8%B1%86%E9%9B%81%E4%BE%86%E8%87%A8.jpg/1024px-101777_%E8%B1%86%E9%9B%81%E4%BE%86%E8%87%A8.jpg,https://xeno-canto.org/990502/download,0
Anthropoides virgo,Demoiselle Crane,Grue demoiselle,2,5393,https://en.wikipedia.org/wiki/Demoiselle_Crane,https://fr.wikipedia.org/wiki/Grue_demoiselle,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Demoiselle_Cranes_at_Tal_Chappar.jpg/500px-Demoiselle_Cranes_at_Tal_Chappar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Demoiselle_Cranes_at_Tal_Chappar.jpg/1024px-Demoiselle_Cranes_at_Tal_Chappar.jpg,https://xeno-canto.org/911516/download,0
Anthus berthelotii,Berthelot's Pipit,Pipit de Berthelot,3,5,https://en.wikipedia.org/wiki/Berthelot%27s_Pipit,https://fr.wikipedia.org/wiki/Pipit_de_Berthelot,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Kanarenpieper.jpg/500px-Kanarenpieper.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Kanarenpieper.jpg/1024px-Kanarenpieper.jpg,https://xeno-canto.org/980487/download,0
Anthus campestris,Tawny Pipit,Pipit rousseline,3,1267,https://en.wikipedia.org/wiki/Tawny_Pipit,https://fr.wikipedia.org/wiki/Pipit_rousseline,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Tawny_pipit_47.jpg/500px-Tawny_pipit_47.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Tawny_pipit_47.jpg/1024px-Tawny_pipit_47.jpg,https://xeno-canto.org/972999/download,0
Anthus cervinus,Red-throated Pipit,Pipit à gorge rousse,3,487,https://en.wikipedia.org/wiki/Red-throated_Pipit,https://fr.wikipedia.org/wiki/Pipit_%C3%A0_gorge_rousse,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Red-throated_Pipit.jpg/500px-Red-throated_Pipit.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Red-throated_Pipit.jpg/1024px-Red-throated_Pipit.jpg,https://xeno-canto.org/977384/download,0
Anthus godlewskii,Blyth's Pipit,Pipit de Godlewski,3,164,https://en.wikipedia.org/wiki/Blyth%27s_Pipit,https://fr.wikipedia.org/wiki/Pipit_de_Godlewski,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Blyth%27s_Pipit_Pangolakha_Wildlife_Sanctuary_East_Sikkim_05.05.2016.jpg/500px-Blyth%27s_Pipit_Pangolakha_Wildlife_Sanctuary_East_Sikkim_05.05.2016.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d5/Blyth%27s_Pipit_Pangolakha_Wildlife_Sanctuary_East_Sikkim_05.05.2016.jpg,https://xeno-canto.org/942303/download,0
Anthus gustavi,Pechora Pipit,Pipit de la Petchora,3,154,https://en.wikipedia.org/wiki/Pechora_Pipit,https://fr.wikipedia.org/wiki/Pipit_de_la_Petchora,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Anthus_gustavi_214075656.jpg/500px-Anthus_gustavi_214075656.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Anthus_gustavi_214075656.jpg/1024px-Anthus_gustavi_214075656.jpg,https://xeno-canto.org/945790/download,0
Anthus hodgsoni,Olive-backed Pipit,Pipit à dos olive,3,385,https://en.wikipedia.org/wiki/Olive-backed_Pipit,https://fr.wikipedia.org/wiki/Pipit_%C3%A0_dos_olive,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Olive-backed_pipit_%28Anthus_hodgsoni_hodgsoni%29_Phulchowki.jpg/500px-Olive-backed_pipit_%28Anthus_hodgsoni_hodgsoni%29_Phulchowki.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Olive-backed_pipit_%28Anthus_hodgsoni_hodgsoni%29_Phulchowki.jpg/1024px-Olive-backed_pipit_%28Anthus_hodgsoni_hodgsoni%29_Phulchowki.jpg,https://xeno-canto.org/978939/download,0
Anthus japonicus,Siberian Pipit,Pipit de Sibérie,3,30,https://en.wikipedia.org/wiki/Siberian_Pipit,https://fr.wikipedia.org/wiki/Pipit_de_Sib%C3%A9rie,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Siberian_Pipit_%28Anthus_japonicus%29_%2849270701118%29_%28cropped%29.jpg/500px-Siberian_Pipit_%28Anthus_japonicus%29_%2849270701118%29_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Siberian_Pipit_%28Anthus_japonicus%29_%2849270701118%29_%28cropped%29.jpg/1024px-Siberian_Pipit_%28Anthus_japonicus%29_%2849270701118%29_%28cropped%29.jpg,,0
Anthus pratensis,Meadow Pipit,Pipit farlouse,2,14566,https://en.wikipedia.org/wiki/Meadow_Pipit,https://fr.wikipedia.org/wiki/Pipit_farlouse,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Wiesenpieper_Meadow_pipit.jpg/500px-Wiesenpieper_Meadow_pipit.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Wiesenpieper_Meadow_pipit.jpg/1024px-Wiesenpieper_Meadow_pipit.jpg,https://xeno-canto.org/982670/download,0
Anthus richardi,Richard's Pipit,Pipit de Richard,3,0,https://en.wikipedia.org/wiki/Richard%27s_Pipit,https://fr.wikipedia.org/wiki/Pipit_de_Richard,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Anthus_richardi_-_Laem_Pak_Bia.jpg/500px-Anthus_richardi_-_Laem_Pak_Bia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Anthus_richardi_-_Laem_Pak_Bia.jpg/1024px-Anthus_richardi_-_Laem_Pak_Bia.jpg,https://xeno-canto.org/979500/download,0
Anthus rubescens,American Pipit,Pipit d'Amérique,3,631,https://en.wikipedia.org/wiki/American_Pipit,https://fr.wikipedia.org/wiki/Pipit_d%27Am%C3%A9rique,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Anthus_rubescens_-Harney_County%2C_Oregon%2C_USA-8.jpg/500px-Anthus_rubescens_-Harney_County%2C_Oregon%2C_USA-8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Anthus_rubescens_-Harney_County%2C_Oregon%2C_USA-8.jpg/1024px-Anthus_rubescens_-Harney_County%2C_Oregon%2C_USA-8.jpg,https://xeno-canto.org/983664/download,0
Anthus rufulus,Paddyfield Pipit,Pipit rousset,3,151,https://en.wikipedia.org/wiki/Paddyfield_Pipit,https://fr.wikipedia.org/wiki/Pipit_rousset,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Paddyfield_pipit_%28Anthus_rufulus_rufulus%29.jpg/500px-Paddyfield_pipit_%28Anthus_rufulus_rufulus%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Paddyfield_pipit_%28Anthus_rufulus_rufulus%29.jpg/1024px-Paddyfield_pipit_%28Anthus_rufulus_rufulus%29.jpg,https://xeno-canto.org/964215/download,0
Anthus similis,Long-billed Pipit,Pipit à long bec,3,140,https://en.wikipedia.org/wiki/Long-billed_Pipit,https://fr.wikipedia.org/wiki/Pipit_%C3%A0_long_bec,https://upload.wikimedia.org/wikipedia/commons/0/0b/Long-billed_pipit_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0b/Long-billed_pipit_%28cropped%29.jpg,https://xeno-canto.org/951035/download,0
Anthus spinoletta,Water Pipit,Pipit spioncelle,2,4043,https://en.wikipedia.org/wiki/Water_Pipit,https://fr.wikipedia.org/wiki/Pipit_spioncelle,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Anthus_spinoletta_-_Water_Pipit%2C_Kahramanmara%C5%9F_2016-11-18_01-10.jpg/500px-Anthus_spinoletta_-_Water_Pipit%2C_Kahramanmara%C5%9F_2016-11-18_01-10.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Anthus_spinoletta_-_Water_Pipit%2C_Kahramanmara%C5%9F_2016-11-18_01-10.jpg/1024px-Anthus_spinoletta_-_Water_Pipit%2C_Kahramanmara%C5%9F_2016-11-18_01-10.jpg,https://xeno-canto.org/982396/download,0
Anthus trivialis,Tree Pipit,Pipit des arbres,2,10473,https://en.wikipedia.org/wiki/Tree_Pipit,https://fr.wikipedia.org/wiki/Pipit_des_arbres,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Tree_pipit_-_Jamnagar_2021-10-16.jpg/500px-Tree_pipit_-_Jamnagar_2021-10-16.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Tree_pipit_-_Jamnagar_2021-10-16.jpg/1024px-Tree_pipit_-_Jamnagar_2021-10-16.jpg,https://xeno-canto.org/973515/download,0
Apteryx australis,Southern brown kiwi,Kiwi austral,2,41576,https://en.wikipedia.org/wiki/Southern_brown_kiwi,https://fr.wikipedia.org/wiki/Kiwi_austral,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Tokoeka.jpg/500px-Tokoeka.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Tokoeka.jpg/1024px-Tokoeka.jpg,https://xeno-canto.org/525925/download,0
Apus affinis,Little Swift,Martinet des maisons,3,839,https://en.wikipedia.org/wiki/Little_Swift,https://fr.wikipedia.org/wiki/Martinet_des_maisons,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Little_swift%2C_Apus_affinis%2C_at_Kruger_National_Park%2C_South_Africa%2C_crop.jpg/500px-Little_swift%2C_Apus_affinis%2C_at_Kruger_National_Park%2C_South_Africa%2C_crop.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Little_swift%2C_Apus_affinis%2C_at_Kruger_National_Park%2C_South_Africa%2C_crop.jpg/1024px-Little_swift%2C_Apus_affinis%2C_at_Kruger_National_Park%2C_South_Africa%2C_crop.jpg,https://xeno-canto.org/982333/download,0
Apus apus,Common Swift,Martinet noir,2,49256,https://en.wikipedia.org/wiki/Common_Swift,https://fr.wikipedia.org/wiki/Martinet_noir,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Apus_apus_-Barcelona%2C_Spain-8_%281%29.jpg/500px-Apus_apus_-Barcelona%2C_Spain-8_%281%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Apus_apus_-Barcelona%2C_Spain-8_%281%29.jpg/1024px-Apus_apus_-Barcelona%2C_Spain-8_%281%29.jpg,https://xeno-canto.org/941109/download,0
Apus caffer,White-rumped Swift,Martinet cafre,3,598,https://en.wikipedia.org/wiki/White-rumped_Swift,https://fr.wikipedia.org/wiki/Martinet_cafre,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/White-rumped_swift%2C_Apus_caffer%2C_at_Suikerbosrand_Nature_Reserve%2C_Gauteng%2C_South_Africa_%2823057155930%29%2C_crop.jpg/500px-White-rumped_swift%2C_Apus_caffer%2C_at_Suikerbosrand_Nature_Reserve%2C_Gauteng%2C_South_Africa_%2823057155930%29%2C_crop.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/White-rumped_swift%2C_Apus_caffer%2C_at_Suikerbosrand_Nature_Reserve%2C_Gauteng%2C_South_Africa_%2823057155930%29%2C_crop.jpg/1024px-White-rumped_swift%2C_Apus_caffer%2C_at_Suikerbosrand_Nature_Reserve%2C_Gauteng%2C_South_Africa_%2823057155930%29%2C_crop.jpg,https://xeno-canto.org/184180/download,0
Apus horus,Horus Swift,Martinet horus,3,121,https://en.wikipedia.org/wiki/Horus_Swift,https://fr.wikipedia.org/wiki/Martinet_horus,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/ApusHorus_RobertWienand.jpg/500px-ApusHorus_RobertWienand.jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/ApusHorus_RobertWienand.jpg,https://xeno-canto.org/438049/download,0
Apus pacificus,Pacific Swift,Martinet de Sibérie,3,223,https://en.wikipedia.org/wiki/Pacific_Swift,https://fr.wikipedia.org/wiki/Martinet_de_Sib%C3%A9rie,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Pacific_Swift_%28cropped%29.jpg/500px-Pacific_Swift_%28cropped%29.jpg,https://upload.wikimedia.org/wikipedia/commons/5/54/Pacific_Swift_%28cropped%29.jpg,https://xeno-canto.org/915151/download,0
Apus pallidus,Pallid Swift,Martinet pâle,2,2951,https://en.wikipedia.org/wiki/Pallid_Swift,https://fr.wikipedia.org/wiki/Martinet_p%C3%A2le,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Pallid_Swift_by_Irvin_Calicut_IRV07813.jpg/500px-Pallid_Swift_by_Irvin_Calicut_IRV07813.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Pallid_Swift_by_Irvin_Calicut_IRV07813.jpg/1024px-Pallid_Swift_by_Irvin_Calicut_IRV07813.jpg,https://xeno-canto.org/972572/download,0
Apus unicolor,Plain Swift,Martinet unicolore,3,224,https://en.wikipedia.org/wiki/Plain_Swift,https://fr.wikipedia.org/wiki/Martinet_unicolore,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Einfarbsegler.jpg/500px-Einfarbsegler.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9f/Einfarbsegler.jpg,https://xeno-canto.org/521878/download,0
Aquila adalberti,Spanish Eagle,Aigle ibérique,2,3849,https://en.wikipedia.org/wiki/Spanish_Eagle,https://fr.wikipedia.org/wiki/Aigle_ib%C3%A9rique,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Aguila_Imperial_Entrando_Al_Posadero_%28125891767%29.jpeg/500px-Aguila_Imperial_Entrando_Al_Posadero_%28125891767%29.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Aguila_Imperial_Entrando_Al_Posadero_%28125891767%29.jpeg/1024px-Aguila_Imperial_Entrando_Al_Posadero_%28125891767%29.jpeg,https://xeno-canto.org/983645/download,0
Aquila chrysaetos,Golden Eagle,Aigle royal,1,129421,https://en.wikipedia.org/wiki/Golden_Eagle,https://fr.wikipedia.org/wiki/Aigle_royal,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/015_Wild_Golden_Eagle_in_flight_at_Pfyn-Finges_%28Switzerland%29_Photo_by_Giles_Laurent.jpg/500px-015_Wild_Golden_Eagle_in_flight_at_Pfyn-Finges_%28Switzerland%29_Photo_by_Giles_Laurent.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/015_Wild_Golden_Eagle_in_flight_at_Pfyn-Finges_%28Switzerland%29_Photo_by_Giles_Laurent.jpg/1024px-015_Wild_Golden_Eagle_in_flight_at_Pfyn-Finges_%28Switzerland%29_Photo_by_Giles_Laurent.jpg,https://xeno-canto.org/937638/download,0
Aquila fasciata,Bonelli's Eagle,Aigle de Bonelli,3,40,https://en.wikipedia.org/wiki/Bonelli%27s_Eagle,https://fr.wikipedia.org/wiki/Aigle_de_Bonelli,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Bonelli%27s_Eagle_-_Montsonis_-_Spain_S4E8373_%2824849913309%29.jpg/500px-Bonelli%27s_Eagle_-_Montsonis_-_Spain_S4E8373_%2824849913309%29.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Bonelli%27s_Eagle_-_Montsonis_-_Spain_S4E8373_%2824849913309%29.jpg,https://xeno-canto.org/792286/download,0
Aquila nipalensis,Steppe Eagle,Aigle des steppes,2,3137,https://en.wikipedia.org/wiki/Steppe_Eagle,https://fr.wikipedia.org/wiki/Aigle_des_steppes,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Steppe_Eagle_Portrait.jpg/500px-Steppe_Eagle_Portrait.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Steppe_Eagle_Portrait.jpg/1024px-Steppe_Eagle_Portrait.jpg,https://xeno-canto.org/879526/download,0
Ara macao,Scarlet macaw,Ara rouge,2,17265,https://en.wikipedia.org/wiki/Scarlet_macaw,https://fr.wikipedia.org/wiki/Ara_rouge,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Scarlet_macaw_%28Ara_macao_cyanopterus%29_Copan.jpg/500px-Scarlet_macaw_%28Ara_macao_cyanopterus%29_Copan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Scarlet_macaw_%28Ara_macao_cyanopterus%29_Copan.jpg/1024px-Scarlet_macaw_%28Ara_macao_cyanopterus%29_Copan.jpg,https://xeno-canto.org/987202/download,0
Ardea alba,Great Egret,Grande aigrette,2,2216,https://en.wikipedia.org/wiki/Great_Egret,https://fr.wikipedia.org/wiki/Grande_aigrette,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Great_Egret_at_White_Rock_Lake.jpg/500px-Great_Egret_at_White_Rock_Lake.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Great_Egret_at_White_Rock_Lake.jpg/1024px-Great_Egret_at_White_Rock_Lake.jpg,https://xeno-canto.org/982464/download,0
